Symbol,Description,Category2,Category3,Index Country,GICS Sector,Industry,Market Cap,Current Yield,PB Ratio,PE Ratio,PS Ratio,NI%,ROE%,Beta,Actions
KHC,Kraft Heinz,Common stocks,Large cap,USA,Consumer Staples,Packaged Foods,"$45,167,453,061 ",4.27%,0.89,20.56,1.71,8.22,4.33,0.57,Analyze
KIDS,OrthoPediatrics Corp.,Common stocks,Small cap,USA,Health Care,Medical Devices,"$1,275,375,695 ",0.00%,5.75,-38.99,14.28,-36.61,-14.75,0.77,Analyze
KIII,Kismet Acquisition Three Corp. Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$279,162,500 ",0.00%,70.88,0,0,0,-0.14,0,Analyze
KIIIU,Kismet Acquisition Three Corp - Units (1 Ord Share Class A & 1/3 War),Units,Micro cap,USA,Financials,Shell Companies,"$279,162,500 ",0.00%,71.82,0,0,0,-0.14,0,Analyze
KIIIW,Kismet Acquisition Three Corp. Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$279,162,500 ",0.00%,0,0,0,0,-7.55,0,Analyze
KIM,Kimco Realty Corporation,REITs,Large cap,USA,Real Estate,REIT—Retail,"$14,243,570,479 ",2.85%,1.74,35.8,12.94,37.93,7.23,1.38,Analyze
KINS,Kingstone Companies Inc,Common stocks,Micro cap,USA,Financials,Insurance—Property & Casualty,"$64,970,439 ",2.58%,0.73,23.41,0.44,-0.14,-0.23,0,Analyze
KINZ,KINS Technology Group Inc. - Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$274,344,000 ",0.00%,68.62,0,0,0,2.13,0,Analyze
KINZU,KINS Technology Group Inc - Units (1 Ord Class A & 1/2 War),Units,Micro cap,USA,Financials,Shell Companies,"$274,344,000 ",0.00%,70,0,0,0,2.13,0,Analyze
KINZW,KINS Technology Group Inc. - Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$274,344,000 ",0.00%,0,0,0,0,2.13,0,Analyze
KIQ,Kelso Technologies Inc,Common stocks,Micro cap,Canada,Industrials,Railroads,"$32,592,052 ",4.74%,2.88,-11.77,5.16,-55.9,-24.44,1.37,Analyze
KIRK,Kirklands Inc,Common stocks,Small cap,USA,Consumer Discretionary,Specialty Retail,"$314,951,250 ",0.00%,3.88,14.04,0,6.17,42.3,2.01,Analyze
KKR,KKR & Co Inc.,Common stocks,Large cap,USA,Financials,Asset Management,"$41,150,326,074 ",0.60%,2.88,7.81,3.55,47.94,10.61,1.07,Analyze
KL,Kirkland Lake Gold Ltd.,Common stocks,Large cap,Canada,Materials,Gold,"$12,049,035,662 ",1.64%,2.31,14.43,4.75,33.08,15.88,0.81,Analyze
KLAC,KLA-Tencor Corporation,Common stocks,Large cap,USA,Information Technology,Semiconductor Equipment & Materials,"$50,314,143,812 ",1.13%,15.18,24.54,7.27,30.04,61.57,1.89,Analyze
KLAQ,KL Acquisition Corp Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$280,600,000 ",0.00%,69.93,0,0,0,1.53,0,Analyze
KLAQU,KL Acquisition Corp - Units (1 Ord Share Class A & 1/3 War),Units,Micro cap,USA,Financials,Shell Companies,"$280,600,000 ",0.00%,71.22,0,0,0,1.53,0,Analyze
KLAQW,KL Acquisition Corp Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$280,600,000 ",0.00%,0,0,0,0,1.53,0,Analyze
KLDO,"Kaleido Biosciences, Inc.",Common stocks,Micro cap,USA,Health Care,Biotechnology,"$194,153,532 ",0.00%,3.97,-2.22,157.46,"-7,305.60",-179.2,0.38,Analyze
KLIC,Kulicke And Soffa Industries Inc,Common stocks,Mid cap,USA,Information Technology,Semiconductor Equipment & Materials,"$3,284,330,977 ",1.05%,3.59,14.01,2.71,20.6,25.61,1.67,Analyze
KLR,"Kaleyra, Inc.",Common stocks,Small cap,USA,Industrials,Telecom Services,"$449,429,853 ",0.00%,3.44,-18.28,2.55,-14.02,-18.99,1.24,Analyze
KLR+,"Kaleyra, Inc. Warrants",Warrants,Operating Companies,USA,Industrials,Telecom Services,"$449,429,853 ",0.00%,0,0,0,0,0,0,Analyze
KLTR,"Kaltura, Inc.",Common stocks,Small cap,USA,Information Technology,Software—Infrastructure,"$1,261,100,036 ",0.00%,-4.61,-31.78,9.13,-31.82,16.37,0,Analyze
KLXE,KLX Energy Services Holdings Inc,Common stocks,Micro cap,USA,Energy,Oil & Gas Equipment & Services,"$42,623,405 ",0.00%,1.15,-0.3,0.12,-36.22,462.77,1.49,Analyze
KMB,Kimberly Clark Corp,Common stocks,Large cap,USA,Consumer Staples,Household & Personal Products,"$44,327,993,512 ",3.37%,84.42,22.12,2.34,10.53,263.72,0.14,Analyze
KMDA,Kamada Ltd.,Common stocks,Micro cap,Israel,Health Care,Drug Manufacturers—Specialty & Generic,"$241,612,000 ",0.00%,1.43,20.58,2.08,10.42,6.63,0.59,Analyze
KMI,Kinder Morgan Inc,Common stocks,Large cap,USA,Energy,Oil & Gas Midstream,"$42,270,612,864 ",5.58%,1.29,31.56,0,11.97,5.91,0.82,Analyze
KMPH,"KemPharm, Inc.",Common stocks,Small cap,USA,Health Care,Biotechnology,"$352,240,565 ",0.00%,2.61,-5.16,12.41,-42.11,-9.15,0,Analyze
KMPR,Kemper Corp,Common stocks,Mid cap,USA,Financials,Insurance—Property & Casualty,"$4,158,015,955 ",1.87%,0.99,15.2,0.75,5.04,6.51,0.79,Analyze
KMT,Kennametal Inc,Common stocks,Mid cap,USA,Industrials,Tools & Accessories,"$3,301,722,573 ",2.02%,2.45,60.12,1.79,2.96,3.98,1.41,Analyze
KMX,Carmax Inc,Common stocks,Large cap,USA,Consumer Discretionary,Auto & Truck Dealerships,"$22,462,407,486 ",0.00%,4.69,19.71,0.86,4.48,23.75,1.17,Analyze
KN,Knowles Corp,Common stocks,Small cap,USA,Information Technology,Communication Equipment,"$1,812,134,011 ",0.00%,1.38,28.19,2.13,7.68,4.9,1.16,Analyze
KNBE,"KnowBe4, Inc.",Common stocks,Small cap,USA,Information Technology,Software—Infrastructure,"$335,668,906 ",0.00%,23.21,-22.08,1.73,-8.06,-8.92,0,Analyze
KNDI,Kandi Technologies Group,Common stocks,Small cap,China,Consumer Discretionary,Auto Parts,"$358,605,149 ",0.00%,0.85,16.28,3.7,22.33,4.85,1.38,Analyze
KNOP,KNOT Offshore Partners LP,MLPs,Small cap,United Kingdom,Energy,Marine Shipping,"$663,782,316 ",9.91%,1.14,11.38,2.34,23.59,9.91,0.63,Analyze
KNSA,Kiniksa Pharmaceuticals Ltd.,Common stocks,Small cap,USA,Health Care,Biotechnology,"$354,660,555 ",0.00%,3.18,-8.6,46.04,"-2,447.30",-79.96,0.85,Analyze
KNSL,Kinsale Capital Group Inc,Common stocks,Mid cap,USA,Financials,Insurance—Property & Casualty,"$3,713,206,489 ",0.26%,6,31.27,6.65,21.64,19.18,1.31,Analyze
KNTE,Kinnate Biopharma Inc.,Common stocks,Small cap,USA,Health Care,Biotechnology,"$973,101,391 ",0.00%,2.8,0,0,0,-16.43,0,Analyze
KNX,Knight Transportation Inc,Common stocks,Mid cap,USA,Industrials,Trucking,"$9,015,813,713 ",0.66%,1.55,22.17,0,11.56,10.01,0.67,Analyze
KO,Coca-Cola,Common stocks,Large cap,USA,Consumer Staples,Beverages—Non-Alcoholic,"$235,547,114,838 ",3.02%,10.54,29.01,6.47,22.19,33.31,0.63,Analyze
KOD,Kodiak Sciences Inc,Common stocks,Mid cap,USA,Health Care,Biotechnology,"$5,800,669,293 ",0.00%,70.23,0,0,0,-24.25,1.68,Analyze
KODK,Eastman Kodak,Common stocks,Small cap,USA,Information Technology,Specialty Business Services,"$566,516,053 ",0.00%,4.26,-1.32,0.51,0.72,2.48,0.8,Analyze
KOF,Coca-Cola Femsa ADRs of Series L Shares,ADRs,Mid cap,Mexico,Consumer Staples,Beverages—Non-Alcoholic,"$2,859,232,733 ",4.38%,0.1,19,0.31,6.45,10.14,0.74,Analyze
KOP,Koppers Holdings Inc,Common stocks,Small cap,USA,Materials,Specialty Chemicals,"$738,555,457 ",0.72%,1.96,5.05,0.44,8.75,35.33,1.36,Analyze
KOPN,Kopin Corp,Common stocks,Small cap,USA,Information Technology,Electronic Components,"$442,812,597 ",0.00%,10.82,-59.37,10.53,-21.29,-22.48,2.69,Analyze
KOR,Corvus Gold Inc.,Common stocks,Small cap,Canada,Materials,Gold,"$415,301,347 ",0.00%,-121.37,0,0,0,693.04,0.89,Analyze
KORE,"KORE Group Holdings, Inc.",Common stocks,Small cap,USA,Financials,Shell Companies,"$459,816,000 ",0.00%,0.13,0,0,0,0,0,Analyze
KORE+,"KORE Group Holdings, Inc. Warrants",Warrants,Shell Companies,USA,Financials,Shell Companies,$0 ,0.00%,0,0,0,0,0,0,Analyze
KOS,Kosmos Energy Ltd,Common stocks,Small cap,USA,Energy,Oil & Gas E&P,"$1,678,830,347 ",0.00%,5.28,-9.14,1.58,-16.74,-57.73,2.52,Analyze
KOSS,Koss Corporation,Common stocks,Micro cap,USA,Consumer Discretionary,Consumer Electronics,"$151,789,855 ",0.00%,7.5,299.79,7.77,2.53,2.52,0,Analyze
KPLT,"Katapult Holdings, Inc.",Common stocks,Small cap,USA,Financials,Software—Infrastructure,"$477,330,562 ",0.00%,29.4,-63.78,3.02,-25.53,-250.86,1.06,Analyze
KPLTW,"Katapult Holdings, Inc. - Warrant",Warrants,Operating Companies,USA,Financials,Software—Infrastructure,"$331,129,923 ",0.00%,0,-1.93,2.09,-0.11,-1.13,0,Analyze
KPTI,Karyopharm Therapeutics Inc,Common stocks,Small cap,USA,Health Care,Biotechnology,"$400,890,445 ",0.00%,7.87,-1.95,3.92,-203.25,250.1,0.66,Analyze
KR,Kroger,Common stocks,Large cap,USA,Consumer Staples,Grocery Stores,"$29,239,865,387 ",1.89%,3.15,23.63,0.22,0.87,12.54,0,Analyze
KRA,Kraton Corp,Common stocks,Small cap,USA,Materials,Specialty Chemicals,"$1,466,597,964 ",0.00%,2.16,-4.11,0.86,-20.81,-49.05,1.72,Analyze
KRBP,"Kiromic BioPharma, Inc.",Common stocks,Micro cap,USA,Health Care,Biotechnology,"$32,882,278 ",0.00%,3.05,0,0,0,-575.3,0,Analyze
KRC,Kilroy Realty Corporation,REITs,Mid cap,USA,Real Estate,REIT—Office,"$8,168,098,289 ",2.85%,1.49,12.24,8.89,71.92,11.61,0.86,Analyze
KREF,KKR Real Estate Finance Inc Trust,Mortgage REITs,Small cap,USA,Financials,REIT—Mortgage,"$1,249,617,801 ",7.43%,1.19,10.57,9.36,90.76,9.88,0.72,Analyze
KRG,Kite Realty Group Trust,REITs,Small cap,USA,Real Estate,REIT—Retail,"$1,848,600,059 ",3.09%,1.48,138.26,6.79,4.76,1.07,1.22,Analyze
KRKR,36Kr Holdings Inc. ADRs,ADRs,Micro cap,China,Communication Services,Internet Content & Information,"$57,621,067 ",0.00%,0.22,0,1.02,-49.65,-58.32,1.48,Analyze
KRMD,"Repro Med Systems, Inc.",Common stocks,Micro cap,USA,Health Care,Medical Instruments & Supplies,"$117,509,468 ",0.00%,3.14,-39.2,5.57,-13.99,-7.92,0.79,Analyze
KRNL,"Kernel Group Holdings, Inc. - Class A",Common stocks,Micro cap,USA,Financials,Shell Companies,"$297,131,250 ",0.00%,74.5,0,0,0,1.75,0,Analyze
KRNLU,Kernel Group Holdings Inc - Units (1 Ord Class A & 1/2 War),Units,Micro cap,USA,Financials,Shell Companies,"$297,131,250 ",0.00%,76.49,0,0,0,1.75,0,Analyze
KRNLW,"Kernel Group Holdings, Inc. - Warrants",Warrants,Shell Companies,USA,Financials,Shell Companies,"$297,131,250 ",0.00%,0,0,0,0,1.75,0,Analyze
KRNT,Kornit Digital Ltd,Common stocks,Mid cap,Israel,Industrials,Specialty Industrial Machinery,"$6,986,130,201 ",0.00%,13.17,349.28,25.18,7.4,3.75,1.13,Analyze
KRNY,Kearny Financial Test Corp,Common stocks,Small cap,USA,Financials,Banks-Regional,"$1,011,497,611 ",2.78%,0.96,15.94,4.91,30.66,6.06,0.84,Analyze
KRO,Kronos Worldwide Inc,Common stocks,Small cap,USA,Materials,Specialty Chemicals,"$1,522,947,906 ",5.36%,1.87,23.89,0.86,3.58,7.84,1.07,Analyze
KRON,"Kronos Bio, Inc.",Common stocks,Small cap,USA,Health Care,Biotechnology,"$928,756,644 ",0.00%,2.24,-32.68,0,"-327,387,737.93",-22.39,0.79,Analyze
KROS,"Keros Therapeutics, Inc.",Common stocks,Small cap,USA,Health Care,Biotechnology,"$890,106,057 ",0.00%,3.79,-57.14,0,"-54,219.00",-23.01,1.06,Analyze
KRP,Kimbell Royalty Partners LP,Common stocks,Small cap,USA,Energy,Oil & Gas E&P,"$665,634,481 ",6.00%,2.28,-8.25,5.25,-57.46,-20.4,0.5,Analyze
KRT,Karat Packaging Inc.,Common stocks,Small cap,USA,Industrials,Packaging & Containers,"$439,127,660 ",0.00%,4.04,27.56,1.39,5.16,13.62,0,Analyze
KRTX,"Karuna Therapeutics, Inc.",Common stocks,Mid cap,USA,Health Care,Biotechnology,"$3,795,562,293 ",0.00%,18.69,0,0,0,-19.23,1.2,Analyze
KRUS,"Kura Sushi USA, Inc. - Class A",Common stocks,Small cap,USA,Consumer Discretionary,Restaurants,"$393,272,498 ",0.00%,9.96,-23.73,9.25,-38.38,-43.31,2,Analyze
KRYS,Krystal Biotech Inc,Common stocks,Small cap,USA,Health Care,Biotechnology,"$1,086,300,007 ",0.00%,4.33,0,0,0,-12.46,1.49,Analyze
KSI,Kadem Sustainable Impact Corporation - Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$170,275,000 ",0.00%,42.36,0,0,0,0.91,0,Analyze
KSICU,Kadem Sustainable Impact Corp - Units (1 Ord Class A & 1/2 War),Units,Micro cap,USA,Financials,Shell Companies,"$170,275,000 ",0.00%,43.41,0,0,0,0.64,0,Analyze
KSICW,Kadem Sustainable Impact Corporation - Warrant,Warrants,,usa,Unknown,,"$170,275,000 ",0.00%,0,0,0,0,57.56,0,Analyze
KSPN,Kaspien Holdings Inc.,Common stocks,Micro cap,USA,Information Technology,Specialty Retail,"$36,459,789 ",0.00%,2.98,-24.3,0,-1.92,-42.31,0,Analyze
KSS,Kohls Corporation,Common stocks,Mid cap,USA,Consumer Discretionary,Department Stores,"$7,078,119,071 ",1.59%,1.38,19.94,0,3.94,13.93,1.62,Analyze
KSU,Kansas City Southern,Common stocks,Large cap,USA,Industrials,Railroads,"$27,391,481,071 ",0.68%,7.04,285.58,9.47,3.33,2.27,0.85,Analyze
KT,KT Corp ADRs,ADRs,Mid cap,South Korea,Communication Services,Telecom Services,"$6,987,351,982 ",4.53%,0,8.37,0.33,3.86,6.11,0.53,Analyze
KTB,"Kontoor Brands, Inc.",Common stocks,Mid cap,USA,Consumer Discretionary,Apparel Manufacturing,"$2,918,950,465 ",3.13%,19.29,15.47,1.22,8.04,124.77,1.37,Analyze
KTCC,Key Tronic Corp,Common stocks,Micro cap,USA,Information Technology,Computer Hardware,"$69,414,068 ",0.00%,0.6,13.77,0.14,1.12,4.67,0.89,Analyze
KTOS,Kratos Defense & Security Solutions,Common stocks,Mid cap,USA,Industrials,Aerospace & Defense,"$2,820,033,944 ",0.00%,3,33.7,3.49,0.68,0.59,1.56,Analyze
KTRA,"Kintara Therapeutics, Inc.",Common stocks,Micro cap,USA,Health Care,Biotechnology,"$44,901,989 ",0.00%,3.82,0,0,0,"86,070.65",0.77,Analyze
KTTA,Pasithea Therapeutics Corp.,Common stocks,Micro cap,USA,Health Care,Biotechnology,"$22,380,185 ",0.00%,46.84,0,0,0,-271.78,0,Analyze
KTTAW,Pasithea Therapeutics Corp. - Warrant,Warrants,Operating Companies,USA,Health Care,Biotechnology,"$22,380,185 ",0.00%,8.04,0,0,0,-271.78,0,Analyze
KUKE,Kuke Music Holding Limited ADRs,ADRs,Micro cap,China,Consumer Discretionary,Entertainment,"$116,858,081 ",0.00%,0.17,-6.62,0.48,-7.29,-1.9,0,Analyze
KULR,KULR Technology Group Inc,Common stocks,Micro cap,USA,Industrials,Electronic Components,"$247,134,069 ",0.00%,19.6,-26.97,4.05,"-4,681.57","-22,669.08",0,Analyze
KURA,Kura Oncology Inc,Common stocks,Small cap,USA,Health Care,Biotechnology,"$1,142,271,603 ",0.00%,2.07,0,0,0,-20.46,1.18,Analyze
KURI,Alkuri Global Acquisition Corp. - Class A,Common stocks,Small cap,USA,Financials,Shell Companies,"$331,200,000 ",0.00%,79.31,0,0,0,-2.48,0,Analyze
KURIU,Alkuri Global Acquisition Corp - Units (1 Ord Share Class A & 1/4 War),Units,Small cap,USA,Financials,Shell Companies,"$331,200,000 ",0.00%,81.72,0,0,0,-2.48,0,Analyze
KURIW,Alkuri Global Acquisition Corp. - Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$331,200,000 ",0.00%,0,0,0,0,-2.48,0,Analyze
KVHI,Kvh Industries Inc,Common stocks,Micro cap,USA,Information Technology,Communication Equipment,"$196,188,404 ",0.00%,1.54,-8.93,1.15,-12.8,-17.24,1.11,Analyze
KVSA,Khosla Ventures Acquisition Co. - Class A,Common stocks,Small cap,USA,Financials,Shell Companies,"$351,705,900 ",0.00%,78.35,0,0,0,-0.46,0,Analyze
KVSB,Khosla Ventures Acquisition Co. II Class A,Common stocks,Small cap,USA,Financials,Shell Companies,"$428,098,671 ",0.00%,94.77,0,0,0,-0.84,0,Analyze
KVSC,Khosla Ventures Acquisition Co. III Class A,Common stocks,Small cap,USA,Financials,Shell Companies,"$565,439,336 ",0.00%,119.76,0,0,0,-1.67,0,Analyze
KW,Kennedy Wilson Holdings Inc,Common stocks,Mid cap,USA,Real Estate,Real Estate Services,"$3,178,434,027 ",3.84%,2.11,8.95,7.42,86.79,20.35,0.9,Analyze
KWAC,Kingswood Acquisition Corp. Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$117,084,360 ",0.00%,29.28,0,0,0,-4.62,0,Analyze
KWAC+,Kingswood Acquisition Corp. Warrants,Warrants,Shell Companies,USA,Financials,Shell Companies,"$117,084,360 ",0.00%,0,0,0,0,0,0,Analyze
KWAC=,Kingswood Acquisition Corp - Units (1 Ord Share Class A & 3/4 War),Units,Micro cap,USA,Financials,Shell Companies,"$117,084,360 ",0.00%,0,0,0,0,-105.32,0,Analyze
KWR,Quaker Chemical Corp,Common stocks,Mid cap,USA,Materials,Specialty Chemicals,"$4,225,702,461 ",0.68%,3.08,28.63,2.61,9.14,10.76,1.05,Analyze
KXIN,Kaixin Auto Holdings,Common stocks,Small cap,China,Financials,Auto & Truck Dealerships,"$318,482,299 ",0.00%,0.81,-7,0.5,1.75,149.14,1.06,Analyze
KYMR,"Kymera Therapeutics, Inc.",Common stocks,Mid cap,USA,Health Care,Biotechnology,"$2,681,121,587 ",0.00%,9.6,-47.86,41.54,-90.5,-22.63,1.34,Analyze
KZIA,Kazia Therapeutics ADRs,ADRs,Small cap,Australia,Health Care,Biotechnology,"$1,412,530,636 ",0.00%,3.76,0,0,"-32,065.43",-43.05,0,Analyze
KZR,Kezar Life Sciences Inc.,Common stocks,Small cap,USA,Health Care,Biotechnology,"$419,759,636 ",0.00%,1.92,0,0,0,-37.1,1.05,Analyze
L,Loews Corp,Common stocks,Large cap,USA,Financials,Insurance—Property & Casualty,"$14,942,417,815 ",0.43%,0.91,9.54,0.99,10.24,8,1.09,Analyze
LAAA,Lakeshore Acquisition I Corp.,Common stocks,Micro cap,USA,Financials,Shell Companies,"$69,535,165 ",0.00%,95.78,0,0,0,0,0,Analyze
LAAAU,Lakeshore Acquisition I Corp - Units (1 Ord Share & 3/4 War),Units,Micro cap,USA,Financials,Shell Companies,"$69,535,165 ",0.00%,99.31,0,0,0,0,0,Analyze
LAAAW,Lakeshore Acquisition I Corp. - Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$69,535,165 ",0.00%,30.82,0,0,0,0,0,Analyze
LABP,"Landos Biopharma, Inc.",Common stocks,Small cap,USA,Health Care,Biotechnology,"$598,554,562 ",0.00%,5.58,144.63,33.25,-244.97,-41.75,0,Analyze
LAC,Lithium Americas Corp.,Common stocks,Mid cap,Canada,Materials,Other Industrial Metals & Mining,"$3,136,814,673 ",0.00%,5.72,0,0,0,-8.37,2.16,Analyze
LAD,Lithia Motors Inc Class A,Common stocks,Large cap,USA,Consumer Discretionary,Auto & Truck Dealerships,"$10,346,032,331 ",0.30%,2.41,12.64,0.58,4.51,19.1,1.6,Analyze
LADR,Ladder Capital Corp Class A,Mortgage REITs,Small cap,USA,Financials,REIT—Mortgage,"$1,500,979,843 ",6.56%,1,94.53,11.18,11.89,1.05,1.23,Analyze
LAIX,LAIX Inc. ADRs of Class A,ADRs,Micro cap,China,Consumer Staples,Education & Training Services,"$26,792,262 ",0.00%,-0.15,0,0.2,-9.28,11.7,1.57,Analyze
LAKE,Lakeland Industries Inc,Common stocks,Micro cap,USA,Consumer Discretionary,Apparel Manufacturing,"$160,562,755 ",0.00%,1.27,6.56,1.15,17.39,19.43,0.94,Analyze
LAMR,Lamar Advertising Company Class A,REITs,Large cap,USA,Real Estate,REIT—Specialty,"$10,311,727,047 ",2.50%,9.74,31.25,6.32,20.2,26.75,1.12,Analyze
LANC,Lancaster Colony Corp,Common stocks,Mid cap,USA,Consumer Staples,Packaged Foods,"$4,730,990,459 ",1.73%,5.61,33.17,3.22,9.7,16.88,0.6,Analyze
LAND,Gladstone Land Corporation,REITs,Small cap,USA,Real Estate,REIT—Industrial,"$721,619,219 ",2.31%,1.46,-80.35,11.63,2.75,0.35,0.72,Analyze
LARK,Landmark Bancorp Inc,Common stocks,Micro cap,USA,Financials,Banks-Regional,"$135,156,495 ",2.75%,1.01,6.24,2.46,44.95,18.69,0,Analyze
LASR,Nlight Inc.,Common stocks,Small cap,USA,Information Technology,Semiconductors,"$1,202,204,320 ",0.00%,3.99,-58.9,4.66,-8.01,-6.78,1.64,Analyze
LAUR,Laureate Education Inc Class A,Common stocks,Small cap,USA,Consumer Discretionary,Education & Training Services,"$1,958,254,773 ",0.00%,1.43,-3.33,1.86,-57,-26.36,0.89,Analyze
LAW,"CS Disco, Inc.",Common stocks,Mid cap,USA,Information Technology,Software—Application,"$2,906,603,761 ",0.00%,-28.3,-227.87,33.13,-13.87,12.32,0,Analyze
LAWS,Lawson Products Inc,Common stocks,Small cap,USA,Industrials,Industrial Distribution,"$471,529,343 ",0.00%,3.46,53.27,1.18,2.13,6.49,0.93,Analyze
LAZ,"Lazard, LTD.",Common stocks,Mid cap,USA,Financials,Capital Markets,"$5,846,921,818 ",2.68%,6.58,12.43,1.94,15.75,51.02,1.17,Analyze
LAZR,"Luminar Technologies, Inc.  - Class A",Common stocks,Mid cap,USA,Consumer Discretionary,Software—Application,"$3,968,957,580 ",0.00%,10.09,-9.08,131.49,"-2,522.58",-139.2,1.23,Analyze
LAZY,Lazydays Holdings Inc.,Common stocks,Micro cap,USA,Consumer Discretionary,Auto & Truck Dealerships,"$249,820,877 ",0.00%,1.68,7.2,0.28,4.28,22.62,1.5,Analyze
LBAI,Lakeland Bancorp Inc,Common stocks,Small cap,USA,Financials,Banks-Regional,"$918,920,498 ",2.16%,1.14,10.85,3.73,34.06,10.53,1.13,Analyze
LBC,Luther Burbank Corporation,Common stocks,Small cap,USA,Financials,Banks-Regional,"$686,887,376 ",2.18%,1.07,10.91,4.44,40.46,9.81,0.89,Analyze
LBPH,"Longboard Pharmaceuticals, Inc.",Common stocks,Micro cap,USA,Health Care,Biotechnology,"$120,507,377 ",0.00%,1.16,0,0,0,-12.28,0,Analyze
LBPS,4D pharma plc ADRs,ADRs,Micro cap,United Kingdom,Health Care,Biotechnology,"$169,032,158 ",0.00%,4.01,-23.15,307.33,"-4,991.27",-17.3,0,Analyze
LBPSW,4D pharma plc - Warrant,Warrants,Operating Companies,United Kingdom,Health Care,Biotechnology,"$169,032,158 ",0.00%,0,-0.08,164.11,"-5,105.77",-95.9,0,Analyze
LBRDA,Liberty Broadband Corp Series A,Common stocks,Large cap,USA,Communication Services,Entertainment,"$31,424,183,197 ",0.00%,2.69,10.37,59.15,83.14,3.73,0.74,Analyze
LBRDK,Liberty Broadband Corp Series C,Common stocks,Large cap,USA,Communication Services,Entertainment,"$31,424,183,197 ",0.00%,2.73,60.66,59.15,83.14,3.73,0.75,Analyze
LBRT,Liberty Oilfield Services Inc. Class A,Common stocks,Mid cap,USA,Energy,Oil & Gas Equipment & Services,"$2,756,681,799 ",0.00%,2.29,-17.8,1.79,-10.16,-12.71,1.86,Analyze
LBTYA,Liberty Global Plc Class A,Common stocks,Large cap,USA,Communication Services,Entertainment,"$16,620,221,939 ",0.00%,0.61,0.5,1.27,79.83,39.4,0.83,Analyze
LBTYB,Liberty Global Plc Class B,Common stocks,Large cap,USA,Consumer Discretionary,Entertainment,"$16,620,221,939 ",0.00%,0.64,0.04,1.27,79.83,39.4,0,Analyze
LBTYK,Liberty Global Plc Class C,Common stocks,Large cap,USA,Communication Services,Entertainment,"$16,620,221,939 ",0.00%,0.62,1.04,1.27,79.83,39.4,0.81,Analyze
LC,LendingClub Corp,Common stocks,Mid cap,USA,Financials,Credit Services,"$3,467,803,852 ",0.00%,4.5,-34.76,8.17,-23.26,-12.95,1.93,Analyze
LCA,"Landcadia Holdings IV, Inc. Class A",Common stocks,Small cap,USA,Financials,Shell Companies,"$489,000,000 ",0.00%,122.38,49.21,3.98,7.95,2.12,0,Analyze
